"id_list","star_list","txt_list"
"SRT(yjys****)","10","생각없이 그냥 봤는데 재밌네요 한번은 볼만한듯  "
"마용(ayun****)","10","관람객역시 김래원 연기는.. 김래원 너무 웃겨요 ㅋㅋㅋ 웹툰도 다시 봐야지!!  "
"mylo****","10","대사가 쏙쏙 박히는 유쾌한 오락영화  "
"hico****","8","형!...뮤직컬영화였어??  "
"jinoo(lola****)","10","김래원도 김래원인데근배 왜케 귀엽냨ㅋ근배밖에 기억안나넼  "
"바르드(fff1****)","10","김래원 연기 좋고 멋진 캐릭터 탄생범죄 도시 까메오와 엔딩 이후 영상도 재밌어요  "
"fromDD(jwju****)","10","시간가는 줄 모르고 본 유쾌한 영화!  "
"박진선(park****)","10","관람객김래원 인생작 등극! 해바라기보다 잼남  "
"그린라이트(carp****)","9","믿고보는 김래원 ....  "
"SPR(spro****)","10","관람객김래원 인생작 2탄!!  "
"wuw(siz2****)","10","배우들의 연기가 부족함이없고 마지막 엔딩이 신의한수! 근배는 진짜 건달을 섭외해놨네  "
"천음(jung****)","10","조폭 영화가 아니라 정치-선거 영화.조폭은 영화에 양념정도.진부할 수 있는 소재로 잘 만들었다.  "
"znf9****","10","간만에 너무 재밌게 봤네요연기자들 연기도 짱!!다시 보고파요신랑이랑 나오면서 웃으면서나왔어요  "
"뮤뮤(nany****)","10","관람객김래원 너무 멋있고 진선규 악역이지만 너무 귀엽고 배우들 연기케미 너무 좋아서 시간 가는 줄 몰랐음 세출이 최고당  "
"psh76(pyos****)","9","나름 괜찮았어요 고질라 엑스맨 맨인블랙 3연타 맞고 알라딘만 재밌게 봤는데 이 영화도 재미있네요  "
"팔랑(aspi****)","10","관람객유쾌하게 볼 수 있는 오락 영화! 성님들 연기 왤케 잘해요? 뭔일이다냐..bb  "
"oran****","10","관람객재밌게 봄ㅋㅋㅋㅋ 웃기기도 엄청 웃기고 생각못한 감동도 있고... 김래원 볼땐 설렘설렘~!~!  "
"아이니(yeso****)","10","관람객중간중간 빵빵 터져요 ㅋㅋㅋ 오랫만에 연령대 상관없이 웃긴 코믹영화가 나온거 같네요 ㅋㅋ  "
"최순다(hikp****)","10","소소한 재미와 유쾌함과 통쾌함~~~  "
"김블리(hee_****)","10","김래원에게 한번 더 반하는 ~~  "
"북의(sg92****)","10","기대 안하고 보니 완전 재미남 ㅋㅋㅋ  "
"간호사회복지자격우대(kuss****)","10","최근 몇년간 본 영화들 중 단연 최고~! 유쾌상쾌통쾌..ㅋㅋ 스트레스도 풀리고 간만에 힐링하고 왔습니당  "
"씨빠(h0ns****)","10","개인적으로 웹툰보다 더 재밌게 본 듯!  "
"꽁이(rhdd****)","10","관람객별로 기대안했는데 완전 잼남좀무거울줄 알았는데 완전 빵빵터짐  "
"jjom(more****)","10","관람객웹툰도 잘 봤는데 영화도 재밌어요 ㅋㅋ 김래원 찰떡 ㅋㅋ 웃긴줄만 알았는데 설레기도 하고 ㅋㅋ 추천합니당  "
"김땡땡(park****)","10","관람객재밌던데요ㅋㅋ김래원이 돌아왔구나  "
"ming(sinb****)","10","진짜꼭보세요! 재미와감동  "
"내일을향해(hwan****)","10","재미잇게보앗읍니다 김래원 화이팅~~~  "
"지민맘(coby****)","8","관람객건달역이 참 잘어울리는 김래원  "
"신석호(tlst****)","9","진작에 저 포스터로 개봉할것을 ㅠㅠ  "
"thwj****","8","부모님모시고가면 좋아요  "
"JUN(asyo****)","5","관람객시간떼우기용,어머니와 동생의견과 같습니다.  "
"kmad****","10","ㅋㅋ 가볍게던지는 개그에 푹푹 꽃힘^^대박잼남!!^^김래원, 배우들과 캐미어쩔^^ 믿고보는 강감독영화! 강츄  "
"redb****","10","무거울수있는 정치이야기와 조폭이야기를 가볍고 유쾌하게 볼수있었던영화! 중간중간 억지스럽지 않은 유머포인트!  꼭 보세요~ !!  "
"홀뉴(holn****)","10","킬링타임용으로 진짜 제격입니다. 알바 푼 핵노잼 한국 영화 아닐까 생각했는데 흔해빠진 한국영화긴하지만 이 정도면 상당히 웃긴 것 같아요. 무엇보다 마지막 엔딩크레딧이 역대 한국영화역사상 최고라고 생각합니다.  "
"신인균(sik1****)","10","재밌는데  평점 1점은 머지 .... 상영 시간대가 얼마 없어서 안타깝네요  "
"앙드레가뇽(ipoo****)","10","남편.딸 과 함께 보고왔어요.ㅋ 진짜 재밌네요.시원히 웃고싶으신분,꼭 보세요! 김래원 늙지도 않네요.멋져요!  "
"솔모(qnek****)","10","김래원ㅠ무슨 말이 필요합니까ㅠ장세출이 한번 믿어주쇼ㅠ  "
"maria(smar****)","10","기대없이 봤다가 잼나게봤네요~~ ㅋㅋㅋㅋ  "
"weall(xing****)","10","재밌게 보고 왔네요 역시 연기나 발성이나 마스크 모두 최고예요! 김래원~  "
"시라시라(dolb****)","10","훈훈함과 행복을 주는 영화~  "
"kdhc****","10","굿굿 역시 짱  연기력이 돋보이네욧  "
"신혜인(1509****)","10","김래원존멋=꼭봐야되는영화  "
"찌니505B503(lee5****)","10","김래원 진선규 최귀화 짱짱짱!!!그외 분들도 짱입니당? 잼나용^^♡♡♡  "
"지조(jain****)","10","관람객재밌습니다ㅎ 추천하고싶네요  "
"강초코(seoh****)","10","김래원 연기 Good굿굿  "
"이선아(1990****)","10","예고편보고 보고팟던영화인데 , 진짜 더 재밋어여ㅋㅋㅋ그리고 중간중간 기대하셔도 좋습니당! 강추!  "
"wpc0****","10","김래원이 장세출이 된 영화..웹툰과 매치하며 보니 너무 재밌었다..참 인물해석에 능한 배우라는 생각이 더 든 영화다.  "
"hj(vera****)","10","B급감성인데 재미는 A+  너무 재밌게 봤어요^^  "
"멋진삶(csr1****)","10","간만에 재밌고 뭉클한 영화였어요  "
"송조현(emma****)","10","대박.... 대박...  "
"Patrick(tren****)","10","재밌어요 마지막 장면도  "
"wjdg****","10","후기 잘 안 쓰는데 최고에염  "
"박은미(eunm****)","10","여잔데 이런장르 원래좋아했는데 진짜 그냥 재밋다 추천이요!!  "
"샤오전(tlat****)","10","관람객전혀 지루하지 않았고 엄청 웃었어요 ~ 호  "
"팡이맘(zndy****)","10","김래원 연기는 믿고 보는거구 정말 재밌습니다  "
"mr한(mrhm****)","10","대한민국 국회의원들의 현주소다. 예전이나 지금이나 다를게 없는 입만 떠들어대는 국개의원들 한심하다.  "
"이민홍(lmh2****)","8","킬링타임으로 제격이였어요  "
"leey****","10","관람객래원이가 래원이했네  ㅎ  "
"풍랑(kuns****)","9","아쉬운 전반부, 재미있는 후반부.. 드라마로 나오면 대박이나 만들어질수없는 현실..  "
"kkk2****","10","기대하지않고보니 재밌었어요 ~~~  "
"mori****","10","정말 재미있게 봤습니다. 최만식 의원님.. 혹시 모 의원님을 롤 모델로?? 완전 판박이! 엔딩크레딧까지 정성스럽게 만든 영화입니다. 영화 끝나고 일어날 수 없었어요! 영화 보실 분들 엔딩크레딧 절대 놓치지 마세요! ^^  "
"경남여고이쁘니(akaa****)","8","개연성 없고 진부한 내용이긴 한데 그걸 김래원이 해서 그런가 나쁘지 않았음 첨부터 끝까지 김래원만 봄 ㅎ  "
"chlw****","7","관람객김래원이라는 배우 매력만 ...ㅎㅎㅎ  "
"박현우(hyun****)","10","부담없이 볼수있는영화 역시 진선규~  "
"맨밥청년(pppb****)","10","기대 안하고 갔는데 코믹과 멜로가 있네요.깡패들이 나오는데 진짜 깡패들 쓴거 같아요.김래원빼고 다 깡패같아요.재미있어요.강추  "
"똔또니(dlat****)","10","김래원 진짜 연기 대박이에용 목포사람이 봐도 크게 어색하지 않았어요 사투리가  "
"min니마우(minn****)","8","관람객돈아깝지않은영화였어요~  "
"Invisible_Hand(no4n****)","10","별기대 없이 봤는데 재미있네요~  "
"히카리(ertu****)","10","원진아 개이쁨 ! 사랑합니다.  "
"알짜배기(sola****)","8","별기대없이 봤는데  잼나게 잘보고 왔습니다  "
"잰틀맨(tft0****)","10","오랜만에 웃고,찡하고,가슴살짝저리고 뭐든 할수있다는 파이팅 생기고 마지막엔 마블인줄 알앗음 갑자기 마무리까지 하시길래 재밋게 봐서 또 생각나네요~  "
"ktjt****","10","너무잼있었음..ㅋㅋ  "
"김쭈(youn****)","10","아 진짜 재미있게 봤음요 오랜만에 ㅎㅎㅎ 배우분들 연기도 짱!  "
"alwl****","10","오랫만에 남주인공에 반함  "
"이지용(lhy1****)","10","김래원의 연기가 너무 좋았습니다개연성은 다소 떨어져서 졸작이라는 평도많지만 편하게 웃다가 오실분들은 봐도 좋을것이라 생각됩니다  "
"나님이야(wlgn****)","10","영화분위기도 괜찮고 재밌습니다ㅋㅋ  "
"지민아빠(gaba****)","10","전 왜 눈물이 낫죠. 친구엄니 땜시  "
"대리(wjqt****)","10","꼭보세요~ 정말 짱재밋어요  "
"나경열(rieb****)","10","재미있네요 기대안하고보니까  "
"앙례쁘니(wnsl****)","10","김래원 OO시하고 재밋습니다  "
"허언증환자(cold****)","7","주연 여배우가 식당 알바보다 연기를 못하면 어카냐;;;  "
"반세웅(best****)","10","개졸잼 꿀잼 꼭 봐야함!  "
"gamb****","10","전라도 사투리를 맘껏 들어볼 수 있어서 좋았다  "
"godg****","6","재미 없진 않아요 중간에 포인트 하나하나가 재미잇는거지 전체적 내용은 재미가 없엇어요  "
"참나무(abco****)","10","김래원,원진아짱입니다.  "
"흥겨운리듬(kjhs****)","10","솔직히 재밌었다 ㅋㅋ시간가는줄  모르고봤음ㅋㅋ  "
"Ena(jyvv****)","10","배우들 연기도 다 좋고 재미있어요ㅎㅎ  "
"최준혁(toyo****)","10","내가 평점 잘안남기는데 근래봤던 영화중에서 젤 괜찮다 웃기기도하고 감동도 좀있고  "
"꿀쓰(happ****)","10","와 진짜 김래원 연기대박잘함~!!  "
"구은채(aldu****)","10","너무너무리무 즐거워요  "
"채비니(chae****)","10","ㅋㅋㅋㅋ재밌음 김래원진짜너무멋짐♡ 김래원 찰떡 캐릭터!!!!  "
"민쌈자(ttl2****)","6","재미는있으나 범죄도시에 비빌만큼은 아니네. 래원이형 때문에 의리로 본거다. 그래도 동석이형이랑 장첸형도 볼수있어 좋았음. 근데 뭘 보고온건지 생각이 잘 안남.  "
"egod****","6","관람객전개가 빠르고  적절한 유머와 풍자로서 직진하는 영화 ..범죄도시 주연2명이 커메오로 나오는데 ㅋ 마동석은 바로 알아보든데 윤계상은 나온지도 모르고 지나간거같은데 ....잘 찾아보시길  "
"김문석(eorf****)","9","올해 본 영화 중에 젤 재밌게 봐써요!! 김래원이 역시 이런 역할이 딱!!  "
"뽀로로칭구(54le****)","9","소소한 웃음이 있어서 좋았고 재밌었당  "
"avcs****","8","유쾌하고 재밌었습니다. 배우분들의 연기도 좋았구요.  "
"정충신(diov****)","9","카메오 범죄도시팀들 짱! 역시 김래원!  "
"미양미양(kjqv****)","10","범죄도시 조주연 배우들이 다 나오고ㅋㅋ 아 꾸르잼  "
"완두지(wanj****)","10","적절한 유머와 김래원연기  "
"피피걸(qvhb****)","9","말해뭐해ㅎ 그냥봐ㅎㅎ  "
"민트(hwac****)","10","배우 한 분 한 분이 너무 잘 연기해주시고 웃긴 장면들도 있고 감동이었던 장면도 골골루 있어서 좋았어요!  "
"현진(juli****)","10","엄마아빠랑 보고왔는데 정말 코믹로맨스액션 다 잡은 영화입니다 ㅜㅜ 마지막쯤에 조금 울기도 했네요 ..ㅋㅋ 아무튼 정말 재미있었습니다 !!!  "
"36(kdie****)","10","정말 재밌게 봤네ㅋㅋㅋ 큰 액션신은 버스밖에 없는듯 한데도 전체적으로 긴장감도 높고 중간중간에 빵터짐ㅋㅋ  "
"dlwl****","10","재미보단 한남자가 한여인으로인해 진실된삶으로 변화하면서 이럴게도 사랑의 힘이 무섭다는 감동 영화였읍니다 적극추천합니다  "
"mzla****","8","한번은 볼만해서 좋네요  "
"hyuksuny(dft8****)","8","내용은 볼만한데 여주가 진짜 캐스팅미스이기는 하다... 뭔가 연기도 오바스럽고 극이랑 안어울림ㅠㅠ  "
"독비(kiga****)","9","관람객너무 급하게 넘어가는것만 아니면괜찮으요잉한번 봐주쑈!!  "
"bwo4****","2","너무 기대했나봅니다..  "
"우아타루(uwat****)","10","재밋어요 ㅋㅋㅋ 지뤼지안구  "
"kysk****","6","그렇게 재밌지도 않고 그렇게 재미없지 않은거같네요  "
"ㅇㅅㅇ(jdh1****)","4","오태식이...돌아왔구나...별점은 많이 못챙겨줘서 미안하다...  "
"에베베(qkdr****)","10","토이스토리볼라다가 이영화봤는데 완전 꿀잼!! 배우분들 연기력도 좋고 너무재미있고 시간가는줄모르고 봤어요  "
"saena(dksk****)","5","관람객그냥 그랬습니다 재미로 보기에도 평범한 스토리인것같습니다  "
"지지(prid****)","10","김래원은 연기로 못깜 진짜 꿀잼 정치영화아니예요하수호씨 화이팅  "
"우츄프라카챠(blue****)","8","지루하진않고~~마동석의 강한 한방 ^^ 그냥 볼만해요  "
"김도예(doye****)","10","오랜만에 크게 웃음 빵빵 터졌습니다.  반전엔딩 아주 좋아여. 마블의 쿠키영상 보는 기분으로  "
"장군(suhy****)","10","마동석 킬링포인트 ㅋㅋ  "
"jjh2****","8","기대 이상 재미있음...  "
"초보(name****)","10","잼납니다 김래원짱ㅎㅎㅎ  "
"아쿠아(binj****)","10","오..  재미있네ㅋㅋ 마지막까지 봐야됨  "
"saltshine(salt****)","10","오태식이 돌아왔구나.  "
"하트야옹(lulu****)","10","완전 재미있고 마지막엔 웃기기까지 ㅋㅋㅋㅋ 최고  "
"타이거(3408****)","10","관람객뮤지컬의 카타르시스를 잘보여주었네요..  "
"rhqk****","10","김래원연기잘하는건 알았지만, 진짜잘해 ㅜㅋ웃으면서 볼수있는영화 재밌었다 ㅋ  "
"강철(rkdc****)","10","오 오태시기 돌아왔구나?!  "
"powe****","10","올해의 영화 감사합니다 영광  "
"항해사(bada****)","10","해바라기 오태식...아저씨 차태식...주먹이 운다 강태식...태식이들은 건들면 X된다.  "
"itki****","10","김래원 멋있네요.  완전 짱. 꼭 보세요.  "
"supervisor(seok****)","6","돈아까울정도는 아닌데 재밌다고 찬양할 정도도 아님... 딱 기대하는 수준으로 흘러가고 예상하는 결말이 이뤄짐... 특별한 맛은 없음  "
"지수(jiso****)","6","타임킬링용. 나쁘지않지만 뻔한 전개가 아쉬움  "
"우유맨(dbtk****)","10","마지막에 노래 나올때 빵 터짐 ㅋㅋㅋㅋ  "
"morr****","10","유쾌하고 즐거운 영화장세출 매력에 빠졌네요  "
"쪼아(kuyu****)","10","검나 잼나. 웃긴장면도 많았는데 영화보는  와중에 눈물도 검나나네 ㅋㅋ  "
"이정아(brav****)","10","생각보다 넘 재밌게보고왔어요 ~! 추천 ㅋㅋ김래원멋있다  "
"이뿌니(mj10****)","10","김래원한테 반함...영화도 재미짐 또보고싶음  "
"설탕흑(min8****)","9","재미지게 봤어요~ 역시 김래원의 절제된 연기는 굿  "
"sah0****","10","관람객뭐가 유치하고 재미 없다는건지 이해 1도 안됨그냥 김래원 믿고 보는 영화 스토리 개탄탄또 볼꺼임 여운이 가시질 않는다.. 범죄도시 능가하는 듯 하..  "
"황도희(ghdu****)","10","반전이다정말ㅋㅋㅋㅋ  "
"로켓(wlwj****)","10","보고 왔는데 지루하지않고 재밌었습니다. 배우님들 화이팅!!  "
"2013년1월17일(neo1****)","10","이 장세출이 이번주 박스오피스 1위로 보내주쇼!  "
"sihk****","10","근래본 한국영화중에 가장 좋았다 ㅋ스토리도 탄탄하고 배우연기력은 단연압권 ㅋㅋㅋ카메오도 대박  "
"feel****","10","생각지도 못한 웃음포인트 엔딩 최고에요  "
"류하늘(dbtl****)","10","극한직업보다더재밌음 ㄹㅇ  "
"hall****","10","관람객진짜 너무 웃었습니닼ㅋㅋㅋ 요즘 본 한국영화 중에 젤 재밌네유  "
"임림(lhj0****)","10","관람객친구랑 같이 봤는데 가족들이랑 한번 더 같이 봐도 좋을 것 같아요. 김래원 배우 연기가 제일 인상깊네요 ㅋㅋㅋ 이런 캐릭터 처음이야  "
