"id_list","star_list","txt_list"
"뼈때리는말만(ysjw****)","10","재밌음.역쉬 김래원~~♡  "
"박미키(beth****)","10","관람객킬링 타임용으로 재밌습니다....  "
"우성철(dntj****)","10","관람객생각없이 보기 좋음 ^^  "
"Helen(haer****)","8","몸은 성나 있는데 눈동자가 한없이 선한 배우 김래원에게 잘 맞는 캐릭터. 전개는 대체로 평범하고 예측가능. 빵빵 터지는 건 아니지만 편히 보기 좋음. 버스 장면은 최고였음. 그런 몰입감이 후반에도 한번 더 나와줬으면 하는 약간의 아쉬움이 남음.  "
"우이정(dnwo****)","8","철장안속에서 노래방 캐미 귀엽네정치속에서 들어가 자아와 반성과 혹독한 경험을 하는 김래원  "
"러우낭(alsk****)","8","관람객믿고보는 김래원 ㅋㅋㅋ  "
"쮸리쮸리(dhek****)","10","역시 김래원 ㅠㅠ 너무멋있고 연기도 잘하고 영화보는 내내 웃으면서 잼게봤네요! 마지막이 젤웃김  "
"fory****","10","역시 믿고보는 김래원 ㅎㅎ 입가에 미소 짓고 봤네요ㅎㅎㅎ  "
"사직동토레스(ogo1****)","10","여윽시 깡패역활 1인자 명불허전이다  "
"은시리(les8****)","8","관람객래원이 오빠 멋지네요~~남잡니다~~ㅋ  "
"dnwl****","10","재미써요!!!!가족영화로 굿굿  "
"없다고오(gksm****)","10","너무 재밌게 잘봤어요. 오랜만에 영화봤는데 최고예요  "
"황성호(kkno****)","10","관람객김래원 연기가 너무 좋네요 ㅎㅎㅎ  "
"웁스쟁이(yuny****)","7","날 이렇게 대한 여자는 니가 처음이야..뭐 이런건가..아무것도 하고있지않지만 더 아무것도 하고 싶지 않을때.. 볼만한? 해바라기여 뭐여..ㅡㅡ  "
"묵향(eden****)","10","휴머니컬, 러브라인상투적이지만 이뻤다.  "
"김기영(dols****)","10","관람객웹툰과는다른데볼만합니다  "
"epsd****","8","그냥 기대없이보면 볼만한영화..  "
"9회말2아웃(mukg****)","10","김래원 연기는 변함없이 출중하네  "
"쿨도꾸(cool****)","7","아무 생각없이 볼만한 영화정도 ㅎㅎ 솔직히 스토리는 넘 옛날꺼 ㅎㅎ 범죄도시팀들 까메오로 나옴 ㅎ 엔딩에 배우들 김동률의 사랑한다는 말 한소절씩 부르는건 빵터졌음ㅋㅋ 예상관객은 250~300만정도 ㅎㅎ  "
"kikitt(jjhh****)","8","김래원이 시작과 끝이다!!한사람의 마음을 얻으려 인생이 통채로 뒤바뀌는 걸 신파라고 치부하지 않았으면... 다들 누군가한테 한번쯤 인생걸어본적 있지 않나요?  "
"oops****","10","웃음감동 굿 꼭자막올라가는것까지봐야함빵터져따  "
"nast****","10","병맛엔딩ㅋㅋㅋ뭐지ㅋㅋㅋ  "
"김쿠쿠(shai****)","8","결과는 정해져있고 루즈한감도 있지만 김동률 노래가 감돈다:-)  "
"미소빌리지(ladb****)","10","재밌게 보고 나왔어요 ㅎㅎㅎ  "
"장다인(ekdl****)","10","진짜 재밌는데 쿠키영상 ㄹㅇ꿀잼  "
"한량의(dens****)","8","관람객킬링타임으로 제격! 재밌는데 기억에 남는건 막상 없다..ㅠ  "
"리본(snrn****)","10","극한직업 재미없었는데 이건 진짜 재밌다 인정  "
"란(sdaa****)","10","남편이 김래원을 좋아해서 보자고해서 봤는데 너무 재밌게 잘봤어요 ㅎㅎㅎ  "
"2csh****","8","재밌어요!!! 김래원 연기 너무 잘해요ㅠㅠ♡  까메오 대박!!!  "
"정다운(ekdn****)","10","엔딩이 킬포라 꼭 엔딩 끝까지봐야하는 영화에요  "
"336699(pc3a****)","6","웹툰완결까지다보고 영화보니  뭔가 기대이하라는 생각이들엇어요 하지만 처음접한분들은재미있다고하네요  "
"김성록(kims****)","10","해바라기를 보신분은 꼭 봐야할 영화  "
"김고영(rlar****)","8","아기돼지 3마리 넘 귀여움 ㅎㅎ  "
"응생이(ghba****)","9","관람객뻔한 내용 이지만 재미있게 봤어요..  "
"jimm****","10","겁나게 재미있는디요 안그요~잉  "
"you2****","10","감동도 있고.볼만한 영화네요.!!^^  "
"ㅤㅤㅤㅤ(ktw8****)","10","기아타이거즈ㅋㅋㅋ 이종범 ㅋㅋㅋㅋ  "
"cutd****","10","진짜  존잼이었다ㅋㅋ특히 마지막  병맛도 있다  "
"보노보노(skbj****)","8","간만에 2000년대 조폭물 분위기 영화를 봐서 그런건지..그럭저럭 볼만 하더라 쓸데없는 신파도 별로 없고 괘안은듯  "
"으녜(dken****)","10","관람객원작 보고 기대해서 갔는데 재미있었어요 ㅋㅋ사람들이 박수치면서 웃고 그랬네요 근데 사투리가 조금 어색쓰...ㅎㅎㅎ  "
"겸잉(star****)","10","하필 까메오나올 때 화장실 갔다온 건..ㅠㅠ웃으면서 재밌게 보고 나왔음ㅋㅋ다만 여주 임팩트가 살짝 아쉬웠던 영화  "
"최고의순간(gulb****)","10","웹툰은 최고인데 ㅋㅋㅋㅋ  "
"건탱구리(luky****)","9","전라도 사투리 구수해서 좋네요옥탑방 고양이 이후 김래원 쭉 연기 좋아하는 일인입니다. 아참 여주인공도 좋았고 그외 조연배우들 코믹연기 좋습니다.  "
"테콘(tekk****)","5","웹툰 영화화 조심해야..  "
"유대혁(ydh8****)","5","0점 주기엔 너무 재미있고 10점 주기엔 작품성을 모르겠고 5점 이 적당하다.  "
"스크라치(1104****)","6","별로 복잡한 구성은없다 가벼운구성  "
"dorl****","10","JW와 첫영황 짱잼이에여  "
"Maybe baby(heb2****)","8","초반에 스토리라인 만드는 단계가 짧아서 개연성이 부족해보일 수도 있음. 근데 부담없이 재밌음  "
"이브라히모비치(mike****)","10","솔직히 웹툰 결제해서 봤다. 그래서 극장 갔다 오랜만에... 원작 훼손 심각할만큼의 잘못된 내용도 없었고. 그냥 재밌더라. 원작 걸고 넘어질꺼면 너네가 원작 넘겨준 진짜 작가 욕하는 것밖엔 안된다....ㅠㅠ  "
"워니혀니(youn****)","10","2시간이 어떻게갔는지~너무재밌게봤어요~  "
"사르트르(bong****)","8","해바라기의 극한직업 버전  "
"남악사랑꾼(2001****)","10","어른돼지 3형제가 인상깊었음ㅎㅎ 개과천선 하려는 조폭이야기라서 가볍게 볼 수 있는 웃긴영화. 찝찝함 없어서 보고나서 통쾌함^-^  "
"나는야속기사(ljra****)","7","생각보다 스토리도 결말도 뻔해서 그냥 그랬다. 중간중간 웃음포인트가 재미있어서 무난한 영화인듯.  "
"hhjin(pari****)","6","전직 건달의 개과천선  러브스토리예상되는 전개 결말 좀더 극적인 장치가필요했던 래원씨의 순정스토리까메오 보는 재미는 있음김래원 연기는 잘함 슈트빨 작살남...  "
"asna****","6","범죄도시는 정녕 우연 이었단 말인가! 기대보다 별로! 흥행도 불안하다!  "
"yyhz****","7","오태식을 벗어나긴 힘들듯  "
"핫도그(atkr****)","8","범죄도시가더재밌었음.근데 김래원늙었는데두멋지다.볼만해요~~다들연기잘하고  "
"ast(astj****)","10","극한직업 기생충 그런것보다는훨씬나음  "
"cjin****","10","있을만한 스토리가 너무 재밌습니다^^♥♥  "
"토토리(miny****)","10","재밌었어요~~!!!!  "
"베누스(moun****)","8","관람객 약간의  코믹과  감정이입을  가질수 있는  평이한 영화였다.  김래원 때문에  보게된 영화  "
"kit4****","10","진심 웃겼음 태식이형 ㅋㅋ  "
"freeborn79(akdi****)","7","웹툰을 봐서그런가 내용이 너무 부실하다는 생각이 계속들었음 코믹도아니도 액션도아니고 어중간~하지만 ...중간중간 카메오 보는재미도 있고 웃음포인트도있고  "
"bang****","10","근래본 영화중에 젤 재밌게 봤어요  "
"윤세준(fodl****)","10","꽤 재밌던데 ㅋㅋㅋ 시간나면 보시길  "
"쏘쏘하다(well****)","10","은근꿀잼.. 자극적인내용이없어 재밋게봤구요. 남자로망이네요..  "
"ulti****","10","가볍지만 디테일한재미  "
"ahns(ahns****)","6","연기는 일류. 스토리를 풀어내는 방식은 삼류. 배우들 연기력 덕에 호평을 받는 듯. 김래원씨가 캐릭터 소화를 넘 잘하심. 진심이 담긴 연기덕에 흐름 깨지지 않고 봄.  "
"UGTD(reli****)","9","재미있고 까메오도 좋고 다 좋았다 1점 뺀건아주 조금 억지스러운 감동코드...  "
"별난아이(soos****)","8","게스트 보는 재미가 있어요  "
"미시온(olk9****)","10","아진짜재밌네 진짜진짜김래원 역시는역시다♡♡  "
"moab****","5","세상에 이런 깡패는 없지만 그런 어용 선동 언론은 있다.  "
"rico****","10","잼있어요!! 액션은 아닌데...그래도 좋아요  "
"토끼(hyun****)","10","관람객극한직업 다음으로 빵터짐ㅋㅋ재밌어요  "
"gusw****","10","너무너무 재밌고 진짜 지루할틈이 없네요강력추천 올 더위를 날릴수 있는 영화 굳굳  "
"푸헐(krt3****)","6","시나리오는 솔직히 엉성하다고 봅니다. 등장인물들의 변화에 모티브가 너무 약해요.. 출연진도 너무 과하다는 느낌. 그래도 배우들 연기는 이름값합니다. 그리고 삽입곡 너무 좋아요  "
"liwu(mje6****)","10","오락영화의 표본! 너무 재미있다!!! 김래원 입덕함....  "
"준파더(hks8****)","10","2부 3부도 꼭 나오기를 바랍니다. 원작을 너무 좋아하는 1인  "
"허클베리(kwon****)","10","전개가 빠르다. 웃기다. 재밌다.  "
"mick****","10","김래원 윾시 연기 잘한다 ㅋㅋ  "
"뿡야(dear****)","8","재밌어요~세출이 완전  "
"ㅂㄱㅎ(rjsg****)","7","관람객예상외로 꿀잼ㅋㅋㅋㅋ  "
"sidn****","10","잼있네요~~  곳곳  웃음포인트가 있어서 좋아요~까메오도  존잼  "
"thst****","10","개봉 첫날 역시 김래원 연기는 탑이네요~^^  "
"냠냠(aaaa****)","10","관람객기대안하고 봤는데 재밌었음ㅋㅋㅋㅋ가볍게 보기 좋은영화  "
"준사마(21cb****)","10","날도 더운데 시원한 사이다 오락영화!!완전 재미있음 강추!!  "
"아기웃음(hhy1****)","10","오늘 조조로 봤는데 너무 재미있어요ㅎ  "
"009(bptr****)","10","생각보다 더 재밌었던 롱 리브 더 킹!  "
"Suyong Eo(tndy****)","8","방금 보고 왔는데 의외로 뻔한 조폭, 정치 영화가 아니라 무겁지 않고 좋아요. OST 마지막에 은근히 감동적이에요.  "
"박사아들(oran****)","10","오태식이 돌아왔구나.  "
"육체의증거(namm****)","10","웃음 액션 감동 삼박자가 갖춰진 영화! 까메오 두명까지 보는 재미  "
"램프의 요정(3831****)","10","진짜 재밌다!!!요즘 본 영화중 최고!!  "
"코코두부(koco****)","10","원진아가 너무 이쁩니당~!!  "
"beau****","10","여배우 매력있네요. 웃음코드도 맞고 재밌게 봤어요.  "
"보수정당(wagb****)","10","원작부터 배우들 감독까지 이건 믿고 볼 수 있는 영화  "
"mmm(wbqj****)","10","웃다가 욕하다가 웃으면서 봤음 강윤성 감독은 이제 믿고 봅니다 범죄도시 재밌었던 사람들은 무조건 재밌게 볼 영화임 연기들도 살벌했음 마동석 나올때 다들 우와하면서 봄 꿀잼  "
"반민석(zzon****)","10","개꿀잼ㅋㅋㅋ 진짜 잼잇어요  "
"유아영(yoo2****)","10","기대이상 지루할 틈 없는 전개감과 액션 ㅎ 믿고 보는 카메오 출연 ㅎ  "
"짱게(bbo1****)","10","그렇게 재밌지는 않음 킬링타임으로는 확실히 괜찮은 영화 목포에 살아서 그런지 좀더 재밌게본듯  "
"kyun****","10","한번웃기 좋은영화 약간의 감동까지.  "
"눈누난카(chw0****)","10","진선규님 나오신다 해서 믿고 봤음ㅋㅋㅋ진짜 다 킬링이야  "
"rosk****","10","역시 김래원~  최고입니다  "
"윤쌤(valu****)","10","정말 예상치 못한 재미들이 많음! 카메오 대박!!ㅋㅋ 마지막에 정말 빵터짐.ㅋㅋ  "
"dhik****","10","뻔한 스토리.. 하지만 뻔하지 않은 연기와 감동 그리고 웃음  "
"니또라에몽(suna****)","10","진짜 지루할틈이 없었음ㅎㅎ 마지막 최고ㅋㅋ김동률 노래 들으러 갑니다ㅋ  "
"인간(tkek****)","8","스토리는매우평범한권선징악스토리지만 연기력들이 다들 개쩔어서  범죄도시처럼 아무생각없이 킬링타임용으로볼꺼면 추천ㅇㅇ  "
"이슬젖은산딸기(rock****)","10","완전 재밌네요~!!! 마동석, 윤계상은 생각도 못했음 ㅋㅋㅋㅋ  "
"핸뉴(core****)","10","진짜 기대하고 봐도 될 영화,믿고보는 범죄도시 감독 입니다 ㅋㅋㅋ  "
"토토와 알프레도(gius****)","10","관람객꿀잼!! 오락 영화로서 최고 인 듯 !! 카메오로 마동석 윤계상 !!! ㅋㅋ 빵빵 터집니다  "
"박경석(styl****)","10","관람객원작을 너무 재미있게 봐서 조금 아쉬운감도 있는데 연기자분들 연기가 너무 좋았습니다 개인적으로 드라마로나오면 더 재미있을듯 ㅎㅎㅎ  "
"FAVORI(milp****)","10","태식이 돌아왔네?? 근데 10자네  "
"빨강이(dida****)","8","관람객김래원 연기 최고~ 재미있게 볼 수 있는 오락 영화~~  "
"나야나류(tele****)","10","김래원연기잘하고 좋앗음  "
"삼남매사랑(cion****)","10","자짜 재밌는영화~ 엔딩이 최고임!  "
"사진(dsso****)","8","부담 없이 볼만함 ~~ 그런데 자한당 인간들이 싫어할 영화 ~~  "
"빅맘해적단(kame****)","10","5태식이 돌아왔구나!!  "
"소곤소곤(wow7****)","10","123321123123  "
"이영미(thgm****)","10","역시 김래원 !!!무대인사도 보고 ~~~  "
"Live and Live(ppj2****)","10","김래원 연기 좋았다!!  "
"호(ourl****)","10","꿀잼!!!재밌게봤어용ㅎㅎㅎ  "
"j109****","10","기대안하고봤는데...기대이상이네요 역시 김래원은 실망시키지않는군요 잘봤습니다~~  "
"상실이(hd46****)","10","오태식 돌아왓구나~~~  "
"answ****","8","킬링타임용입니당 ㅋㅋ 기대보단 이하..그래도 그럭저럭~  "
"oracle(ljsk****)","8","보통보다 한수 위!   재미는 있음  "
"leej****","10","기대없이 봤는데 넘 잼있었네요  "
"꿈꾸는 아줌마(dmlt****)","10","가볍게  보기엔  너무 좋아요김래원 씨에  멋진 모습에 취해 .ㅋㅋㅋㅋ나이 먹으니 .더 멋져요 좋은 사람  좋은배우화이팅입니다  "
"ㅋㅋㅋ(sxcv****)","10","개인적으로 알라딘 보다 재밌었던영화!!! 모든 배우들이 제가 좋아하는 배우들이였고 편하게 보기 좋았어요!  "
"jylee(stan****)","7","관람객킬링타임용으로 나쁘지 않음  "
"아아아아(qkrd****)","6","관람객재밌음 재밌음 재밌음 재밌음  "
"sey0****","8","김래원 역시~^^ 재밌다  "
"제주성산(sys4****)","10","기대안했는데 전 잼있게 봤어요  "
"W조커(rodk****)","6","관람객영화  넘  잼나고   유쾌하고  좋네요  김래원 연기 짱이네요  "
"까칠한(mix1****)","8","그냥저냥 8점정도 영화인데. 여배우 연기는 너무 어색하다 진짜;;  "
"앙이(50lo****)","7","편하게 보셔요~ 적당히 잘 봤음~  "
"블링블링뽀(0107****)","10","너무뻔한결말일수있지만  저는 너무재미있게잘봐써요 ㅋㅋㅋ  "
"콩순이(hais****)","10","진짜 진짜 잼있어요 ㅠㅠ 또 볼거에요  "
"suji****","10","관람객역시 김래원, 연기도 잘하고 너무 재미있게 잘 봤습니다!  "
"zl몽몽7(skyc****)","10","ㅋㅋㅋㅋ웃겨죽는줄알았어요  "
"힘맨(eorm****)","10","역시 기대에 부응하는군  "
"나얼(mlgy****)","10","오락영화는 오락영화!  "
"이별ㅗ(hjin****)","10","김래원진짜 연기잘함 완젼 빠짐.  영화내용도 잼있음  "
"캐럴(jeon****)","10","그냥   재미  있어요.역시  진성규  "
"가즈아(kjso****)","10","안봤는데 해바라기 필난다 이번주말보러가야지  "
"hb24****","10","재밌네요지루하지도않고  "
"curyo(cmsl****)","7","6-70년대 영화 feel...포인트없이대충 예측한 대로 흘러갑니다   부담없는 시간보내기 용 영화.  "
"갬성(yhpa****)","10","관람객 생각보다 적어서 별론가 했는데 진짜 재밋네요 ㅋㅋ 꼭 추천합니다!!  "
"가온(jaek****)","10","지루하지 않고 재밌네요  "
"김세훈(xkgf****)","10","관람객보십쇼 말이필여합니까  "
"서디귿(phea****)","5","그냥 가볍게 보기 좋은 영화.  "
"에스디(foll****)","10","김래원 잘생긴 얼굴은 아닌데 존잘  "
"your****","10","관람객그냥저냥 웃으면서 편히 보는영화  "
"북극성(ck45****)","10","관람객재미있게 웃고왔습니다 원진아배우 매력이철철 넘치네요 앞으로도 힘내세요  "
"먼북소리(skye****)","10","유쾌 상쾌 통쾌  김래원 최강연기  "
"eyee****","10","재미읎네 기대를 너무해서그런가...  "
"이니민트(inny****)","10","역시 김래원 겁나 멋있으요~~ 유쾌하게 재밌게 봤어요ㅋㅋㅋ  "
"박예빈(oioi****)","7","아무생각없이 보기 좋아요. 근데 더 집중해서 자세히 팔 수록 억지라고 생각될 부분이 군데군데 있었습니다. 그래도 재밌게 봤어여~!~!~! 아 그리고 짱구역할 맡으신 분 위너 송민호 닮으셨음ㅋㅅㅋ  "
"윤정(ding****)","10","어제보고 오늘 다시 봤어요 어젠 없던 혹평이 갑자기 쏟아지는데 이유를 모르겟네요. 식상하다는 이유만으로 혹평을 할 순 없는 영화에요.  뻔하지만 잘한 영화는 잘되는 영화의 요소를 모두 담았다는 뜻이죠. 대중영화의 묘미는 호불호 없는 대중성입니다.  "
"정성훈(seon****)","8","김래원 얀기는 진짜 믿고보는데 ㅋㅋ 멋지기도 하고..근데 여주가 돈에 나온사람인지 몰랐음..거기선 와 진짜 예쁘고 매력있다였는데 여기선 왜이렇개 못생기게나왔지??동일인물인지 몰랏음 ㅋㅋ  "
"바람난밤여우(slch****)","10","진짜 최고예요 꼭보세요 시간가는줄 몰랐어요  "
"ffdffff(pcof****)","8","재밌었습니다 모두 연기 잘해서 더 잘봤어요  "
"김영민(vers****)","8","관람객재밌게 보았음. 재밌게 보았음.  "
"러블리라이(jjbe****)","10","너무 잼있게 봤습니다~~ 갠적으로 극한직업보다 더 잼있었어요~~ 중간중간 범죄도시 출연진들의 까메오등장 더 재미를 더했네요^^  "
"크리스폴조지(lims****)","10","오태식이의 귀환이구나  "
"나수민(652d****)","10","좋아하는 배우들이 나왔더라구요~ 재미있게 너무 잘봤어용~  "
"배아파(yqo5****)","9","너무너무 재미있었어요…강력추천  "
"샤샤샷(pnxq****)","8","좋았어요 재밌었습니다  "
"김은미(tybw****)","9","개인적으로 영화 마지막이 제일 좋았어요  "
"비넷(mmv5****)","10","역시 김래원 매력 터지네요^^  "
"여행가자(cl2f****)","10","기분 좋은 영화였습니다 마음이 따뜻해지는 영화였네요  "
"캐츠미두잇(vhmd****)","10","시원하고 통쾌한 만화 영화!  "
"김영주(kimy****)","10","롱 리브 더 킹 재미있게 잘 봤어요ㅎㅎ  "
"sor1****","8","까메오보고 소리지름 ㅋㅋㅋ조금나와서 아쉽 ㅠㅠ 그와중에 김래원 존잘  "
"박서연(tjdu****)","10","진짜 너무너무 재밌어서 러닝타임 생각도 못했어요 진짜 강추 한번더 볼것 ..  "
"Chef(vkzl****)","10","핵재미있음 김래원 짱 배우들 연기 까매오 출연도 짱 ㅋㅋㅋㅋ  "
"어린이 동요(lefe****)","10","역시 믿고보는 래원이형님~~  "
"노른자(saiu****)","10","오래간만에 본 김래원다운 영화  "
"생쥐(hkg0****)","10","김래원 역시 갑~~^^♡연기력 좋구 잼나게 웃으며 봤어요후회안되는 영화~~^^  "
"IpurpleU(ahnj****)","10","김래원씨 담엔 로맨스영화로~~~♥  "
"손 채은(codm****)","9","배우님들의 연기로 몰입해서 즐겁게 봤습니다^^  "
"유선화(ouns****)","10","정말 감동적이고 재미있게 봤습니다  "
"최인수(f104****)","10","참  유쾌하게 부담없이 봤습니다.줄거리는 쉽게 예상 가능했지만, 말 그대로 즐기는 코미디 였어요.  "
"경찰박스(over****)","10","편안하게 가벼운 마음으로 보기 좋은 오락영화 재밌습니다.  "
"히드라(cris****)","10","관람객김래원에 의한 위한 영화  "
"김희주(hjsh****)","10","재미쏘 김래원 머시쏘 ㅠ 0 ㅠ ,, 캬  "
"하영이엄마(uni8****)","10","뻔한 이야기. 일꺼라 생각했는데역시나 뻔한데 잼있옹 ㅎ김래원 겁나 멋쪄 ㅋ두시간 금방감 새벽에 봐서 자는거 아니야했지만신랑도 안자고 본거 보면 괜츈 멋있옹  "
"eun(chus****)","5","심심할때 보셔요..시간때우기용.. 아주 가볍고 간단하게...이야기가 흘러가요... 그냥 술술~ 그냥 보기좋아요 그냥  "
"축빠돌(kckc****)","5","볼만한 영화라고 생각하 스토리는 우리가 예상 가능한 스토리입니다  "
"성홍주(ozer****)","10","배우들 연기 좋고, 깔끔하고 산뜻한 영화 잼있게 잘 봤습니다. 모든 스탭 연기자분들 고생들 하셨어요. 좋은 결과 있기를 바랍니다. ^^  "
"고르고(khsh****)","10","재미있게 봤습니다. 불편한 내용도 없고 편하게 즐길 오락영화네요~ 엔딩에서 최귀화배우와 진선규배우 뜬금없지만 유쾌했습니다!  "
"dsba****","10","훈훈하고 잼나는 영화네요  "
"김정림(jeou****)","10","영화평점 1점 실화임 생화임..?.. 진짜 재밌어서 두번 보고 세번 보고싶은데.오랜만에 폭소하다 가오  "
"dltn****","10","이야 오태식이 성공했네 슬퍼서 어쩌냐  식당아줌마 얘기들었다  "
"한설아(hds9****)","10","김래원 너무 머시써 ㅠㅠ  "
"톰마미(suhy****)","4","하... 유치해서 못봄. 재밌을라다 말고 재밌을라다 말고... 엔딩 노래씬은 갑작스럽다 너무.  "
"고백(doog****)","6","흠 생각보다는 별로였는데 평점이 생각보다높네.. 대사 반은 쌍욕에 볼만한건 범죄도시 나온배우들 다 나오는거? 배우들연기는 구멍없이 명품. 기대를 너무 해서 인지 엄청 재밌진 않았네요  "
"지금메시(wjpa****)","6","솔직히 별로였지만, 이게 한국영화 수준의 평균일거란 생각에 씁쓸하다..  "
"waiting(rsae****)","6","전개의 흐름이 이상함.. 자극적인 요소로 섞은 느낌.. 김래원 연기는 좋았지만 뻔한 내용임 보면서 이게 뭐야싶었음....  "
"유원통상(uni9****)","9","어제 봤어요..전 재미있던데요? ^^개인적으로는 기생충 보다 나은듯..오락영화로는 ..  "
"xmfz****","10","오태식이  반갑다 해바라기 아주머니 이야기는 들었다  "
"이승호(cccq****)","10","극한직업 보다 훨씬 재밌어요. 김래원 연기 대박!!  "
"이소룡(chy8****)","10","영화즐겁게 잘봤어요~^^  "
"youn****","10","잼남그냥버셈여들ㅋㅋ  "
"janm****","8","김래원은  사투리도 구수하게 구사하고 할 수 있는 것은 다 보여주었다고 생각되나 여배우 연기가 어색한 부분이 있음김래원은 생  "
"풉미(1542****)","8","재밌었어요 ㅎㅎ 킬링타임용 오락영화네요 ㅎㅎ 1번 후보가 새누리당 옷입고 검사출신이던데 목포에서 2선이면 민주당후보겠지요.  "
"짝궁뎅이(dldm****)","6","광주불곰행님 짱입니다  "
"드로워 영(zldw****)","8","티엄청나네알바 ㄷㄷ....  "
"a18y****","10","유쾌하고 재밋어요. ^^시간가는줄 몰랐음.  "
"hxxx****","10","내가좋아하고♡믿고보는배우들 다나왓네♡♡재밌게잘봣다~~^---^* 여러분들도봐봐용진짜잼나용~~~!!  "
"달을 쫓는 아이(tkdc****)","10","너무 재미있어요ㄹㅇ 잼써요마 잼따 봐라  "
"김효신(kimr****)","10","김래원 원진아 영화배우님들완전 멋져요 카리스마짱대박터졌음 좋겠네요 ㅋㅋㅋ 천만돌파하장ㅋㅋ. 롱리브더킹 화이팅  "
"유나나(comk****)","10","김래원은 이제 오태식이에서 장세출로,중간중간 놓치면 안되는 포인트와 엔딩 마지막까지 롱리브더킹스러움  "
"평화주의자(haeg****)","10","불곰형님 나올때 여러분은 놀라운 싱크로율을 경험하시게됩니다 입틀막  "
"캐간지(kimk****)","10","아침에 보고왔는데 재미있던데?ㅋㅋㅋ  "
"윙크(hell****)","8","김래원 존멋ㅜㅜ 재밌게봤다  "
"viva****","10","원작 만화다보고있는대ㅎㅎ꼭 스크린가서봐야하겠내요 김래원 쩌는모습보렁ㅋㅋ  "
"긴 정(sauv****)","10","단 1분도 지루하지 않은 전개와 몰입도 감사해요 잘봤습니당  "
"sulboo(sulb****)","10","재밌어요~진짜로 강추!  "
"마루(mb37****)","10","재미 감동 잘 봤습니다~^  "
"xkdl****","10","킬링타임용 시청자 뇌를 자극하지 않고 웃겼다.  "
"박삼진(psj1****)","10","김래원배우 사투리 연기 넘 잘하고. 등빨 넘 섹시하고연기는 두말할 필요 없고.  "
"슈퍼맨(smil****)","10","한줄 요약 뽑아주쇼잉!!  "
"민트(dofk****)","10","재밌으면 됐제 ㅋㅋ깡패 미화 아닌 것 같은대 칼빵 하는거 깡패미환가...? 영화는 영화로 봐  "
"wkdd****","10","올만에 한국 영화 나름 재밌게 봤네요  "
"마드모아젤(alrh****)","8","재밌닷ㅋㅋ퇴근후에 봤는데 기분좋게 스트레스날릴수있는 영화네요저런 국회의원이있을까 싶네요  "
"김지현(wlgu****)","10","너무 잼써요 흐어어유유유ㅓㅇ ,,,,  "
"rlag****","10","관람객ㅋㅋ친구랑 즐겁게 보고 왔어요ㅋ중간중간도웃긴데 진짜 막판에ㄱㅋ몰아서 또 웃었습니다.보고 난 후 기생충과는 완전다른 느낌!!재밌었어요  "
"유미란(dbfl****)","10","존잼 김래원 멋져요 ^^  "
"월홍(nada****)","10","간만에 재밌는 한국영화 봤네 ㅋㅋㅋㅋ 김래원 너무 멋쪙 진선규 연기 개쩔 연기구멍이 없어서 너무 좋음 ㅋㅋㅋ  "
"종구기(sedc****)","10","역시 김래원!!! 기대만큼 역시나 ~~실망을 시키지 않네요  "
"요한슨(yokk****)","10","마지막 노래가 계속 생각나  "
"esse****","10","오랜만에 잼나는 영화봤네범죄도시 멤버들도 반갑고정의 ~확실히 보여주는 장세출 너무멋있습니다  "
"박시현(a469****)","10","진짜 꼭 봐야함 안보면 진짜 후회해요  "
"케루빔(gjho****)","10","근게..   기대안했는데..  예매율낮아서..   극한직업보다 더웃기네..  "
"i40슈팅브레이크(sall****)","10","범죄도시 강윤성감독 작품.  "
"뮤직타임(oklq****)","10","쿠키 영상 ㅋㅋㅋ 대박이네 ㅋㅋ  "
"이종두(kajo****)","10","가볍게 볼 수 있는 영화였습니다  "
"0826****","10","별기대없이 봤는데 코믹,액션,감동 모두 볼수있었습니다.  "
"rjh6****","10","진짜 엔딩이 제일 꿀잼입니다  "
"JIO PAPA(char****)","9","김래원영화는 비슷해 ㅋㅋㅋ 나름 재밌음  "
"노유진(6721****)","10","김래원 나오는거는 꼭 볼거야♥♥♥  "
"curtis(unij****)","10","재밌어요 ㅎㅎ 김래원진아 두 배우분들 연기 좋아요  "
"개념남(kyh6****)","10","개잼 존잼  장세출이 국회로 보내주쑈!  "
"쪼롱까루룽(sieg****)","10","원작 나름 잘 살렸고 완성도도 나름 높고~~  "
"303(kf2m****)","10","오락영화로 즐기기엔 손색없다  "
"김개준(i009****)","10","존잼 ㅋㅋㅋ엔딩 병맛 굿  "
"카이신(moni****)","10","후기안남기는데~진짜재밌게잘봤어요김래원 연기 진짜 잘함~  "
"king(pope****)","10","일단 평론가 새기들이 낮은 점수를 줬다는 점에서 높이 평가하고 싶다.  "
"jihy****","10","솔직히 재밌어요 흥행예상  "
"여름날의 미풍(ssss****)","10","이정도면 킬링타임용으로 웃고 즐기기엔 딱이다  "
"hongchaehyun(gus0****)","10","이거꼭봐야함 ㅠㅠㅠ추천이요  "
"김민선(rla2****)","10","재밌게 잘 봤습니다 개존잼  "
"블루청하(blue****)","10","조조로 봤음 영화 꿀잼 김래원 넘 멋있어요~♥  "
"이쑤(jf41****)","10","오락영화지만 감동도 있네여ㅋㅋㅋ 웹툰도 재밌었는데 영화 또한 너무 재밌게 봤습니다  "
"표준어(tadk****)","10","충분한 반전과 재미짐~~ 카메오와 쿠키영상은 진짜 깨알~~  "
